state,city,event_type,count
Rio Grande do Norte,Lagoa do Sal,product,3
Illinois,Evanston,department,3
Illinois,Elmwood Park,cart,3
Illinois,Elgin,product,3
Rio Grande do Norte,São Gonçalo do Amarante,cart,3
Inner Mongolia Autonomous Region,Kaifeng,product,3
Inner Mongolia Autonomous Region,Shenzhen,department,3
Shandong,Beijing,cart,3
Jiangsu,Dongguan,product,3
Jiangsu,Matsubara-shi,department,3
Jiangsu,Jiamus,department,3
Jiangsu,Jiamus,cart,3
Shandong,Langfang,product,3
Jiangsu,Hangzhou,product,3
Georgia,Newnan,department,3
Provence-Alpes-Côte d'Azur,Nice,department,3
Georgia,Newnan,product,3
Jiangsu,Nanjing,cancel,3
Shandong,Kunming,cart,3
Shandong,Jiujiang,product,3
Shandong,Jiujiang,department,3
Georgia,Rome,department,3
Shandong,Jinan,product,3
Jiangsu,Dongguan,cart,3
Shandong,Jiaozuo,product,3
Jiangsu,Matsubara-shi,product,3
Jiangsu,Shangluo,department,3
Shandong,Chengdu,cart,3
Georgia,Lawrenceville,cart,3
Jiangsu,Zhumadian,cart,3
Jiangsu,Zhengzhou,cancel,3
Jiangsu,Yinchuan,department,3
Jiangsu,Xianyang,product,3
Jiangsu,Taiyuan,department,3
Georgia,Kennesaw,cart,3
Jiangsu,Tacheng area,department,3
Jiangsu,Suizhou,product,3
Jiangsu,Shangluo,product,3
Georgia,Lawrenceville,product,3
Shandong,Nanyang,cart,3
Jiangsu,Shaoyang,product,3
Georgia,Loganville,department,3
Georgia,Loganville,product,3
Jiangsu,Shaoyang,cart,3
Shandong,Nanchang,cart,3
Shandong,Jiaozuo,department,3
Jiangsu,Datong,product,3
Georgia,South Fulton,department,3
Islas Baleares,Palma,home,3
Jeollanam-do,Mokpo City,product,3
Jeollanam-do,Mokpo City,cart,3
Jeollanam-do,Gwangyang City,product,3
Goiás,Goiânia,cancel,3
Goiás,Inhumas,department,3
Qinghai,Dazhou,department,3
Qinghai,Dazhou,product,3
Queensland,Brisbane,purchase,3
Jiangsu,Datong,cart,3
Queensland,Gold Coast,cancel,3
Queensland,Gold Coast,department,3
Shandong,Chongqing,product,3
Goiás,Águas Lindas de Goiás,cancel,3
Goiás,Águas Lindas de Goiás,cart,3
Inner Mongolia Autonomous Region,Tianjin,purchase,3
Inner Mongolia Autonomous Region,Tianjin,product,3
Jiangsu,Baoji,department,3
Jiangsu,Baoji,product,3
Georgia,Woodstock,department,3
Georgia,Woodstock,cart,3
Provence-Alpes-Côte d'Azur,Saint-Cyr-sur-Mer,department,3
Nordrhein-Westfalen,Warburg,department,3
Georgia,Statesboro,product,3
Shandong,Jiangmen,product,3
Jiangsu,Dalian,cart,3
Georgia,Stonecrest,department,3
Georgia,Stonecrest,product,3
Georgia,Suwanee,cart,3
Jiangsu,Dalian,cancel,3
Jiangsu,Chongqing,home,3
Jiangsu,Changchun,product,3
Jiangsu,Changchun,department,3
Jiangsu,Bengbu,product,3
Shandong,Huaian,department,3
Provence-Alpes-Côte d'Azur,Toulon,cart,3
São Paulo,São Sebastião,cart,3
Nordrhein-Westfalen,Warburg,cart,3
Chongqing,Chengdu,department,3
England,Bury,cart,3
Tianjin,Beijing,purchase,3
Texas,DeSoto,department,3
Tennessee,Nashville,cancel,3
Colorado,Westminster,home,3
Zhejiang,Harbin,cancel,3
Beijing,Guangzhou,cart,3
England,Caddington,product,3
Yunnan,Baoding,department,3
Andalucía,Villamartin,product,3
Texas,Rosenberg,cart,3
Bretagne,Guipavas,department,3
California,Rancho Cordova,cart,3
California,Rancho Cordova,product,3
Zhejiang,Shangrao,home,3
Daegu Metropolitan City,Daegu Metropolitan City,home,3
Bahia,Santaluz,product,3
England,Bury,department,3
Washington,Woods Creek,cart,3
Washington,Yakima,cart,3
Wallonia,Liège,cart,3
Île-de-France,Les Pavillons-sous-Bois,cart,3
Xinjiang Uygur Autonomous Region,Anyang,product,3
California,Vineyard,cart,3
Virginia,Brambleton,product,3
Bremen,Bremerhaven,department,3
Auvergne-Rhône-Alpes,Clermont-Ferrand,cart,3
Comunidad Valenciana,Alicante (Alacant),cart,3
California,Victorville,product,3
Tianjin,Datong,cart,3
Alabama,Enterprise,product,3
California,Ramona,department,3
Zhejiang,Shaoyang,cart,3
Centre-Val de Loire,Orléans,department,3
California,Fairfield,department,3
Virginia,Bull Run,product,3
England,Castleford,product,3
Texas,Plano,product,3
Centre-Val de Loire,Tours,department,3
California,Rancho Cucamonga,department,3
Xinjiang Uygur Autonomous Region,Baoding,department,3
Texas,Cypress,department,3
Virginia,Dale City,department,3
Washington,Seattle,product,3
Anhui,Bengbu,cart,3
Virginia,Danville,product,3
California,Downey,cart,3
Alabama,Mobile,department,3
California,South Whittier,department,3
Xinjiang Uygur Autonomous Region,Taizhou,cancel,3
Bretagne,Quimper,product,3
Île-de-France,Meudon,cart,3
Texas,Cross Roads,cart,3
Île-de-France,Corbeil-Essonnes,cart,3
California,South Gate,product,3
Bretagne,Saint-Brieuc,product,3
Tennessee,Powell,department,3
Tennessee,Sevierville,department,3
California,South Gate,department,3
Alabama,Madison,cart,3
Virginia,Culpeper,product,3
Delaware,Dover,department,3
Texas,San Antonio,home,3
Thüringen,Uhlstädt-Kirchhasel,department,3
Bahia,Santo Amaro,cart,3
Wallonia,Mons,product,3
Texas,Cypress,cart,3
Auvergne-Rhône-Alpes,Choisy,department,3
Washington,Sudden Valley,purchase,3
Delaware,Dover,cart,3
Texas,San Antonio,purchase,3
Alabama,Huntsville,cart,3
Arizona,Buckeye,department,3
Washington,Spokane,cancel,3
Zhejiang,Seven rivers,cart,3
Alabama,Hoover,product,3
Texas,San Juan,cart,3
Colorado,Greeley,department,3
Arizona,Buckeye,cart,3
California,Vista,cart,3
Zhejiang,Shenyang,department,3
Bourgogne-Franche-Comté,Chalon-sur-Saône,department,3
Xinjiang Uygur Autonomous Region,Foshan,department,3
Île-de-France,Montrouge,cart,3
Canarias,Costa Adeje,cart,3
Tianjin,Maoming,cart,3
Auvergne-Rhône-Alpes,Oyonnax,department,3
Texas,New Braunfels,cart,3
Xinjiang Uygur Autonomous Region,Fuyang,cart,3
Texas,Fort Worth,cancel,3
Auvergne-Rhône-Alpes,Polignac,cart,3
Connecticut,Hartford,cancel,3
Ceará,Tauá,department,3
Île-de-France,Villepinte,cart,3
Ceará,Tauá,purchase,3
Yunnan,Hengshui,department,3
Andalucía,Sevilla,cancel,3
Île-de-France,Chelles,department,3
Andalucía,Sevilla,home,3
Alabama,Athens,product,3
Connecticut,Enfield,cart,3
Comunidad Valenciana,Elche,product,3
Bourgogne-Franche-Comté,Dijon,product,3
Texas,Midland,department,3
Tianjin,Shanghai,home,3
England,Crawley,cart,3
Beijing,Huaian,department,3
Texas,Fort Worth,purchase,3
England,Coventry,cancel,3
Alaska,Anchorage,cart,3
Tianjin,Shanghai,cancel,3
Arizona,Florence,cart,3
Xinjiang Uygur Autonomous Region,Shaoguan,product,3
Bourgogne-Franche-Comté,Dijon,cart,3
Canarias,Las Palmas de Gran Canaria,product,3
Comunidad Valenciana,Gandía,cart,3
Texas,Mission,product,3
Virginia,Williamsburg,cart,3
Andalucía,Algeciras,product,3
Tennessee,Franklin,product,3
Bahia,Porto Seguro,department,3
Virginia,Suffolk,cart,3
Comunidad Valenciana,Alicante (Alacant),department,3
California,Garden Grove,department,3
Arizona,Chandler,cart,3
Connecticut,Norwalk,department,3
California,Fremont,department,3
Tianjin,Fuzhou,department,3
Brandenburg,Hoppegarten,product,3
Tianjin,Fuzhou,cart,3
Tianjin,Fuyang,department,3
Connecticut,Stamford,department,3
Virginia,Ashburn,cart,3
Brandenburg,Oberkrämer,cart,3
Xinjiang Uygur Autonomous Region,Beijing,cart,3
Île-de-France,Asnières-sur-Seine,department,3
Texas,Pharr,cart,3
Brandenburg,Potsdam,product,3
Texas,Eagle Pass,department,3
California,Fontana,department,3
Bahia,Conceição do Coité,cart,3
Alabama,Birmingham,product,3
Virginia,Annandale,department,3
Arkansas,Fayetteville,cart,3
Arizona,Coolidge,department,3
Ceará,Trairi,cart,3
California,Fullerton,product,3
Bayern,Erlangen,department,3
Ceará,Trairi,department,3
Texas,Pearland,department,3
Zhejiang,Suqian,cart,3
Western Australia,Perth,purchase,3
Brandenburg,Eberswalde,product,3
Xinjiang Uygur Autonomous Region,Foshan,cart,3
Connecticut,New Haven,department,3
England,Chesterfield,purchase,3
Tianjin,Handan,product,3
Tianjin,Handan,department,3
Arizona,Chandler,department,3
California,Fresno,cancel,3
Virginia,Annandale,cart,3
Bahia,Brumado,cart,3
Alabama,Montgomery,product,3
Zhejiang,Xuzhou,department,3
California,Salinas,department,3
Virginia,Montrose,cart,3
Beijing,Dandong,department,3
Chongqing,Jinan,cart,3
California,Chula Vista,purchase,3
Chongqing,Jinan,department,3
Zhejiang,Jiujiang,product,3
Chongqing,Putian,cancel,3
Baden-Württemberg,Bruchsal,product,3
Texas,Austin,cancel,3
Anhui,Pingliang,product,3
Anhui,Nanyang,product,3
Texas,Austin,home,3
Chongqing,Putian,department,3
California,Chula Vista,cart,3
Chongqing,Putian,home,3
Anhui,Nanyang,department,3
Chongqing,Shanghai,home,3
California,Banning,department,3
Zhejiang,NanNing,department,3
California,Baldwin Park,product,3
Texas,Amarillo,purchase,3
California,Clovis,product,3
Beijing,Baoding,department,3
Bahia,Xique-Xique,product,3
Baden-Württemberg,Ulm,cart,3
Texas,Cedar Hill,department,3
Zhejiang,Foshan,cancel,3
California,Arden-Arcade,department,3
Wallonia,Spa,cart,3
Texas,Arlington,department,3
California,San Diego,home,3
Xinjiang Uygur Autonomous Region,Ya'an,department,3
California,Bakersfield,cancel,3
Anhui,Guangzhou,cart,3
Chongqing,Jiangmen,department,3
California,Citrus Heights,department,3
England,Blackpool,cart,3
California,Salinas,product,3
Anhui,Hangzhou,purchase,3
Zhejiang,Baotou,cart,3
Texas,Beaumont,product,3
Beijing,Chizhou,product,3
California,Carmichael,department,3
Anhui,Harbin,cart,3
Chung-cheong bukdo,Cheongwon-gun,department,3
Chungcheongnam-do,Dangjin City,cart,3
Texas,Thompsons,product,3
Bahia,Valença,product,3
Zhejiang,Liaoyang,cart,3
Texas,Tyler,cart,3
California,Ridgecrest,product,3
Beijing,Changzhi,product,3
California,Carson,purchase,3
Texas,Brownsville,department,3
Virginia,Norfolk,department,3
Chungcheongnam-do,Asan City,department,3
Anhui,Harbin,department,3
California,Cathedral City,department,3
Texas,Thompsons,cart,3
Texas,Briar,cart,3
Washington,Arlington Heights,product,3
Texas,Waco,product,3
California,Chino Hills,cart,3
California,Chino,product,3
California,Roseville,product,3
California,Roseville,department,3
Anhui,Nanjing,cart,3
Chongqing,Tianjin,department,3
Baden-Württemberg,Stuttgart,cart,3
Texas,The Woodlands,product,3
Chongqing,Xi'an,department,3
California,Redondo Beach,department,3
England,Barnet,product,3
Chongqing,Weihai,cart,3
Chongqing,Weihai,product,3
Beijing,Beijing,purchase,3
California,Camarillo,cart,3
California,Camarillo,department,3
California,San Francisco,department,3
Virginia,Manassas Park,product,3
California,Anaheim,cancel,3
California,Compton,cart,3
Anhui,Changsha,home,3
Bahia,Barra,product,3
Île-de-France,Coupvray,product,3
Baden-Württemberg,Esslingen am Neckar,cart,3
Virginia,Hampton,department,3
California,Rancho Palos Verdes,department,3
Chongqing,Changsha,cart,3
Alabama,Tuscaloosa,cart,3
California,Santa Maria,department,3
Xinjiang Uygur Autonomous Region,Tianshui,cart,3
Zhejiang,Jinzhou,department,3
California,Redding,cart,3
Zhejiang,Ordos,cart,3
Brussels,Brussels,department,3
Chongqing,Changsha,product,3
California,Santa Clarita,department,3
Dolnośląskie,Bogatynia,cancel,3
California,Santa Rosa,cart,3
Zhejiang,Handan,cart,3
Amazonas,Tefé,cart,3
Virginia,Glen Allen,cart,3
England,Brighton,product,3
Auvergne-Rhône-Alpes,Chambéry,cart,3
England,Brighton,department,3
Bahia,Santo Estêvão,department,3
Chiba,Narashino City,department,3
Texas,San Marcos,department,3
Alabama,Pelham,department,3
Zhejiang,Baotou,product,3
Washington,Parkland,department,3
Alabama,Pelham,product,3
Delaware,Middletown,product,3
Washington,Pasco,department,3
Washington,Parkland,product,3
Virginia,Glen Allen,product,3
Texas,Corpus Christi,product,3
Bahia,Seabra,cart,3
Brussels,Evere,cart,3
Chongqing,Chongqing,cart,3
Chongqing,Chongqing,department,3
Virginia,Leesburg,product,3
England,Accrington,product,3
Anhui,Taiyuan,product,3
Île-de-France,Aubervilliers,cart,3
Auvergne-Rhône-Alpes,Valence,department,3
Zhejiang,Chengdu,cart,3
Texas,Aldine,product,3
California,San Rafael,cart,3
Colorado,Centennial,product,3
California,Santa Ana,cart,3
Anhui,Enshi Tujia Miao Autonomous Prefecture,cart,3
England,Bolton,cart,3
Alagoas,São José da Tapera,department,3
Zhejiang,Chongqing,department,3
Colorado,Broomfield,cart,3
California,Redlands,cart,3
Zhejiang,Nanjing,cart,3
California,Daly City,cart,3
Zhejiang,Beijing,purchase,3
Chongqing,Chongqing,product,3
Chongqing,Dongguan,department,3
Alagoas,Atalaia,product,3
Bayern,Augsburg,department,3
Colorado,Colorado Springs,purchase,3
Bahia,Senhor do Bonfim,product,3
Virginia,Hopewell,cart,3
California,Santa Barbara,department,3
Anhui,Xiamen,department,3
Île-de-France,Créteil,department,3
Anhui,Chengdu,department,3
Zhejiang,Jinzhou,product,3
Chongqing,Fuyang,cart,3
Alagoas,Coruripe,product,3
Auvergne-Rhône-Alpes,Trept,department,3
Washington,Kennewick,product,3
Bagmati region,Beijing,cart,3
Baden-Württemberg,Ditzingen,department,3
Texas,Midland,cart,3
California,Fullerton,cart,3
Texas,Tomball,cart,3
Yunnan,Yongzhou,product,3
Utah,St. George,product,3
Ceará,Iguatu,cart,3
Tokyo,Tachikawa City,cart,3
Tennessee,Bristol,product,3
England,Great Yarmouth,cart,3
Wisconsin,Muskego,product,3
Tianjin,Zhangzhou,cart,3
Ceará,Icó,cart,3
Wisconsin,Mount Pleasant,product,3
Ceará,Horizonte,department,3
Xinjiang Uygur Autonomous Region,Hangzhou,product,3
Tianjin,Zhangzhou,product,3
Xinjiang Uygur Autonomous Region,Shanghai,cancel,3
Bahia,Ipiaú,product,3
Texas,Grand Prairie,cart,3
Ceará,Granja,cart,3
California,Long Beach,home,3
Tianjin,Zhaoqing,department,3
Beijing,Shaoxing,home,3
California,La Puente,product,3
São Paulo,Valinhos,cart,3
Île-de-France,Le Blanc-Mesnil,cart,3
Beijing,Shaoxing,product,3
São Paulo,Valinhos,department,3
Wales,Llanelli,cart,3
Tianjin,Zhengzhou,department,3
Comunidad de Madrid,Pinto,cart,3
Texas,Huntsville,department,3
Ceará,Iguatu,department,3
Zhejiang,Urumqi,cart,3
Baden-Württemberg,Karlsruhe,department,3
Beijing,Xuancheng,cart,3
California,Modesto,cart,3
Utah,Salt Lake City,department,3
Beijing,Yiyang,home,3
Texas,Garland,cart,3
Xinjiang Uygur Autonomous Region,Fuyang,product,3
Ceará,Itarema,department,3
California,Interlaken,cart,3
Ceará,Itapipoca,product,3
Île-de-France,Épinay-sur-Seine,department,3
Beijing,Yingkou,product,3
Utah,Sandy,department,3
Ceará,Itapipoca,cart,3
Bahia,Inhambupe,product,3
Beijing,Nanyang,product,3
Tennessee,Clarksville,cancel,3
Texas,Garland,department,3
Wallonia,Charleroi,product,3
Auvergne-Rhône-Alpes,Annecy,department,3
England,Grimethorpe,department,3
Comunidad Valenciana,Torrent,product,3
England,Dudley,cart,3
Comunidad de Madrid,Aranjuez,department,3
England,Dudley,department,3
Comunidad de Madrid,Rivas-Vaciamadrid,product,3
Andalucía,Morón de la Frontera,product,3
Wallonia,Charleroi,department,3
Tennessee,Chattanooga,department,3
Ceará,Cascavel,cart,3
Zhejiang,Wuhan,home,3
Comunidad Valenciana,Torrevieja,department,3
Texas,Laredo,department,3
Tokyo,Mitaka City,product,3
England,Gillingham,cart,3
Tokyo,Fuchu City,product,3
Zhejiang,Huanggang,cart,3
Île-de-France,Boulogne-Billancourt,department,3
Tokyo,Mitaka City,cart,3
Tokyo,Machida City,purchase,3
Texas,Harlingen,cart,3
Wales,Connah's Quay,department,3
Cataluña,Tarragona,cart,3
Bayern,Ingolstadt,department,3
Castilla-La Mancha,Guadalajara,department,3
Cataluña,Terrassa,product,3
England,Exeter,department,3
Bahia,Mata de São João,product,3
Comunidad de Madrid,Fuenlabrada,product,3
Castilla-La Mancha,La Puebla de Montalbán,department,3
Bayern,Nürnberg,product,3
Texas,Laredo,cart,3
Zhejiang,Wenzhou,department,3
Castilla-La Mancha,Pedro Muñoz,cart,3
Beijing,Lan'Zhou,purchase,3
Utah,West Valley City,department,3
Beijing,Lijiang,cart,3
Cataluña,Viladecans,cart,3
Tasmania,Hobart,cart,3
Tokyo,Hino city,product,3
Comunidad de Madrid,Getafe,product,3
California,Montebello,cancel,3
São Paulo,Vargem Grande Paulista,product,3
Aichi,Nagoya city,cart,3
Bahia,Lamarão do Passé,product,3
Texas,Grand Prairie,department,3
Beijing,Loudi,cart,3
Tocantins,Paraíso do Tocantins,cart,3
Île-de-France,Vitry-sur-Seine,cart,3
Île-de-France,Le Perreux-sur-Marne,product,3
England,Enfield,cart,3
Aichi,Nagoya city,product,3
Andalucía,Córdoba,product,3
Amapá,Macapá,cancel,3
Zhejiang,Hohhot,department,3
Ceará,Boa Viagem,product,3
Île-de-France,Bry-sur-Marne,product,3
Castilla-La Mancha,Albacete,cart,3
Castilla-La Mancha,Albacete,department,3
Beijing,Shiyan,department,3
Beijing,Xiamen,product,3
Bahia,Itaberaba,cart,3
Arizona,Scottsdale,department,3
Bahia,Macaúbas,product,3
Comunidad de Madrid,Móstoles,product,3
Zhejiang,Huanggang,department,3
Xinjiang Uygur Autonomous Region,Qiqihar,department,3
Bahia,Livramento de Nossa Senhora,department,3
California,Laguna Hills,department,3
Île-de-France,Épinay-sur-Seine,cart,3
Ceará,Barbalha,cart,3
Tokyo,Eight Wangzi City,department,3
California,Ontario,cart,3
Zhejiang,Jiaozuo,cart,3
Acre,Tarauacá,product,3
California,Martinez,department,3
Île-de-France,Bobigny,cart,3
Tianjin,Shenyang,product,3
Andalucía,San Fernando,product,3
Texas,McAllen,product,3
England,Croydon,cart,3
São Paulo,Tremembé,cart,3
California,Hesperia,cart,3
Andalucía,Chipiona,cart,3
Comunidad de Madrid,Alcalá de Henares,product,3
Canarias,Santa Cruz de Tenerife,department,3
Bahia,Guanambi,department,3
Beijing,Ziyang,cart,3
Zhejiang,Zhoukou,product,3
Ceará,Quixadá,cart,3
Utah,Orem,cart,3
Arizona,Tucson,purchase,3
Cataluña,Cornellà de Llobregat,department,3
Cataluña,Cornellà de Llobregat,cart,3
Canarias,Santa María del Mar,cart,3
Arizona,Yuma,department,3
England,Davenham,department,3
Beijing,Huaibei,product,3
Wisconsin,La Crosse,product,3
Bahia,Itamaraju,product,3
Amazonas,Colônia Boa Vista,product,3
Canarias,San Cristóbal de La Laguna,cart,3
Canarias,Puerto de la Cruz,product,3
Texas,Friendswood,product,3
Acre,Sena Madureira,department,3
Cataluña,Lérida,product,3
Île-de-France,Asnières-sur-Seine,cart,3
Zhejiang,Huizhou,cart,3
Amazonas,Colônia Boa Vista,department,3
Comunidad de Madrid,Alcalá de Henares,cart,3
Tennessee,Dickson,cart,3
Comunidad Valenciana,Valencia,purchase,3
Utah,Heber City,cart,3
Yunnan,Xi'an,department,3
Cataluña,L'Hospitalet de Llobregat,department,3
Zhejiang,Heze,department,3
São Paulo,Taquaritinga,product,3
Ceará,Pacatuba,department,3
Bayern,München,purchase,3
Texas,Mansfield,department,3
Cataluña,Manresa,product,3
Comunidad de Madrid,Tres Cantos,product,3
Xinjiang Uygur Autonomous Region,Shanghai,product,3
Beijing,Nanchang,product,3
Comunidad de Madrid,Alcalá de Henares,department,3
Cataluña,Rubí,department,3
Andalucía,San Roque,product,3
Beijing,Huaian,product,3
Ceará,Missão Velha,product,3
Comunidad de Madrid,Torrejón de Ardoz,department,3
Yunnan,Jinan,department,3
Beijing,Huanggang,product,3
Beijing,Zhengzhou,product,3
Beijing,Huanggang,cart,3
Comunidad de Madrid,Alcobendas,product,3
Bahia,Esplanada,department,3
England,Derby,cancel,3
Comunidad de Madrid,Alcorcón,cart,3
Baden-Württemberg,Mannheim,cart,3
Tianjin,Turpan,cart,3
Ceará,Russas,department,3
Zhejiang,Jiaozuo,department,3
Tokyo,Xiaoping City,product,3
Beijing,Zhongshan,cancel,3
Cataluña,Reus,product,3
Ceará,Russas,home,3
Cantabria,Torrelavega,department,3
Bayern,Friedberg,department,3
Yunnan,Xining,product,3
Cantabria,Santander,department,3
California,Hemet,cart,3
Beijing,Zhumadian,cart,3
Utah,Provo,product,3
Arizona,Gilbert,product,3
Victoria,Melbourne,home,3
Cantabria,Santander,cart,3
Zhejiang,Tangshan,cart,3
Texas,Katy,cancel,3
Andalucía,Mairena del Aljarafe,product,3
Virginia,Woodbridge,cart,3
England,Crewe,product,3
Auvergne-Rhône-Alpes,Annecy,cart,3
Ceará,Quixeramobim,cart,3
Bahia,Jacobina,product,3
Alaska,Point MacKenzie,department,3
Andalucía,Linares,product,2
País Vasco,San Sebastián,home,2
Bayern,Karlsfeld,product,2
Missouri,Springfield,cart,2
Bayern,München,home,2
Bahia,Vera Cruz,product,2
Andalucía,Moguer,cart,2
California,Rialto,department,2
Santa Catarina,São Francisco do Sul,department,2
Hainan,Suzhou,cancel,2
Bayern,Kitzingen,home,2
Hebei,Jining,cancel,2
California,Richmond,department,2
Hauts-de-France,Esmery-Hallon,product,2
Oregon,Albany,cart,2
Jiangsu,Guangzhou,cancel,2
Sachsen-Anhalt,Lutherstadt Eisleben,department,2
Hebei,Jinhua,department,2
Hebei,Jincheng,product,2
Missouri,Lebanon,department,2
Sachsen-Anhalt,Wettin-Löbejün,department,2
Wales,Pontypool,cart,2
Minnesota,Rockville,product,2
Missouri,Lebanon,product,2
Osaka,Osaka City,cancel,2
California,Montebello,cart,2
Santa Catarina,São João Batista,product,2
Andalucía,La Zubia,department,2
Île-de-France,Le Kremlin-Bicêtre,cart,2
Hebei,Quanzhou,cart,2
Oklahoma,Oklahoma City,cart,2
Hauts-de-France,Baincthun,cart,2
Sachsen-Anhalt,Wernigerode,cart,2
Xinjiang Uygur Autonomous Region,Qingdao,cart,2
Schleswig-Holstein,Flensburg,cart,2
Wales,Pontarddulais,cart,2
Osaka,Suita city,department,2
Bayern,Aschaffenburg,purchase,2
Bayern,München,cancel,2
California,Milpitas,product,2
California,Redondo Beach,cart,2
Minnesota,Owatonna,cart,2
California,Monrovia,cart,2
Minnesota,Oakdale,product,2
Oklahoma,Sapulpa,product,2
Wales,Llanelli,department,2
Schleswig-Holstein,Hamburg,product,2
Jiangsu,Handan,cancel,2
Hauts-de-France,Amiens,department,2
Oklahoma,Sapulpa,cart,2
Bayern,Augsburg,product,2
California,Modesto,department,2
Missouri,Raymore,cart,2
California,Redlands,purchase,2
Maryland,Randallstown,cart,2
Schleswig-Holstein,Kiel,product,2
California,Mission Viejo,cart,2
Xinjiang Uygur Autonomous Region,Nanjing,product,2
Minnesota,Oakdale,cart,2
Bayern,Landshut,department,2
Hauts-de-France,Beauvais,cart,2
Schleswig-Holstein,Itzehoe,product,2
Osaka,Sakai City,product,2
Schleswig-Holstein,Bad Segeberg,product,2
Schleswig-Holstein,Bad Schwartau,product,2
Hebei,Qiqihar,cancel,2
Oklahoma,Stillwater,department,2
Santa Catarina,Tijucas,cart,2
Hebei,Langfang,product,2
Santa Catarina,Tijucas,department,2
Bahia,Xique-Xique,cart,2
Missouri,Liberty,department,2
Jiangsu,Shanghai,purchase,2
Andalucía,Montequinto,department,2
Maryland,Waldorf,product,2
Hamburg,Hamburg,purchase,2
Schleswig-Holstein,Neumünster,product,2
Hauts-de-France,Creil,product,2
Jiangsu,Guangzhou,department,2
Wales,Pontarddulais,department,2
Hauts-de-France,Compiègne,product,2
Missouri,Oakville,product,2
Hebei,Luliang,department,2
Bahia,Xique-Xique,department,2
Schleswig-Holstein,Kiel,home,2
Missouri,O'Fallon,home,2
Oklahoma,Stillwater,cart,2
California,Merced,department,2
Jiangsu,Shangrao,cart,2
Andalucía,Montoro,department,2
Missouri,Oakville,department,2
Missouri,Saint Charles,cart,2
California,Redlands,department,2
Schleswig-Holstein,Ahrensburg,cart,2
Schleswig-Holstein,Ahrensburg,product,2
Île-de-France,Le Bourget,cart,2
Hebei,Chongqing,cancel,2
Île-de-France,Maisons-Alfort,department,2
Oregon,Gresham,product,2
Bayern,Garmisch-Partenkirchen,product,2
Hawaii,Kapolei,department,2
California,Poway,cart,2
Santa Catarina,Araranguá,cancel,2
Hawaii,Pearl City,department,2
Jiangsu,Liuzhou,department,2
Hebei,Foshan,department,2
Hawaii,Wahiawa,department,2
Missouri,Chesterfield,cart,2
Saitama,所,cart,2
Hebei,Foshan,cart,2
Missouri,Branson,department,2
Saitama,Misato City,product,2
Jiangsu,Hokkai,home,2
Oregon,Gresham,home,2
Wales,Aberdare,cart,2
Mississippi,Jackson,cart,2
Saitama,Toda City,cart,2
Provence-Alpes-Côte d'Azur,Le Cannet-des-Maures,department,2
California,Poway,department,2
Oregon,Portland,home,2
Bayern,Erlangen,cart,2
Mississippi,Hattiesburg,cart,2
Santa Catarina,Balneário Rincão,cart,2
California,Oceanside,cart,2
Wales,Brymbo,department,2
Bayern,Germering,cart,2
Maryland,Salisbury,department,2
Hawaii,Honolulu,home,2
Hawaii,Honolulu,product,2
Hawaii,Honolulu,purchase,2
Mississippi,Hattiesburg,department,2
Hawaii,Kalaoa,department,2
Mississippi,Hattiesburg,product,2
Hawaii,Joint Base Pearl Harbor-Hickam,cart,2
Hebei,Fuyang,cancel,2
Santa Catarina,Balneário Camboriú,cart,2
Île-de-France,Les Mureaux,product,2
Hawaii,Kailua,department,2
Hawaii,Kailua,product,2
California,Ontario,home,2
Provence-Alpes-Côte d'Azur,Marseille,home,2
Vorarlberg,Bregenz,department,2
Hebei,Jiaxing,cart,2
Saitama,Soka,product,2
Jiangsu,Jiangmen,cancel,2
Virginia,Virginia Beach,purchase,2
Xinjiang Uygur Autonomous Region,Shaoxing,product,2
Bayern,Freising,cart,2
Hebei,Chaoyang,purchase,2
California,Paradise,cart,2
Hebei,Chaozhou,cart,2
Oregon,Hillsboro,product,2
Oregon,Keizer,cart,2
Saitama,Saitama City,purchase,2
Mississippi,Olive Branch,cart,2
Hebei,Chengdu,cancel,2
Virginia,Woodlake,cart,2
Andalucía,Mairena del Aljarafe,cart,2
California,Perris,product,2
California,Perris,cancel,2
Mississippi,Olive Branch,department,2
Hebei,Chifeng,department,2
Virginia,Williamsburg,product,2
Jiangsu,Jiamus,product,2
Mississippi,Meridian,product,2
Hebei,Chaoyang,cart,2
Saitama,Morning abortion,product,2
California,Palmdale,cart,2
Saitama,Soka,department,2
Saitama,Soka,cart,2
Hebei,Dalian,product,2
Virginia,Sterling,product,2
California,Pomona,product,2
Hebei,Dalian,department,2
Virginia,Suffolk,home,2
Xinjiang Uygur Autonomous Region,Shaoguan,department,2
California,Pittsburg,department,2
Mississippi,Vicksburg,cart,2
Hebei,Baotou,cart,2
Virginia,Suffolk,product,2
Virginia,Tuckahoe,cart,2
California,Placerville,product,2
California,Placerville,department,2
Virginia,Tuckahoe,product,2
Virginia,Virginia Beach,cancel,2
Hawaii,Ewa Beach,product,2
Santa Catarina,Balneário Rincão,department,2
Hauts-de-France,Wingles,product,2
Santa Catarina,Balneário Rincão,product,2
Maryland,Rockville,product,2
Xinjiang Uygur Autonomous Region,Taizhou,department,2
País Vasco,San Sebastián,department,2
Oregon,Beaverton,department,2
Jiangsu,Hefei,purchase,2
California,North Tustin,product,2
Minnesota,West Saint Paul,product,2
