postal_code,event_type,id
832000,department,3
57230-000,product,3
14040,cart,3
CM1,product,3
62540-000,product,3
14040,product,3
57154,product,3
62590-000,department,3
62552,department,3
57152,product,3
14050,product,3
30052,product,3
30052,department,3
83100,department,3
48307,cart,3
301-130,product,3
14030-680,department,3
14030-680,cart,3
30067,product,3
14000,product,3
83270,department,3
625014,cart,3
625014,department,3
625014,product,3
48490-000,product,3
30072,cancel,3
832011,department,3
CH5,department,3
14025,cancel,3
62430-000,cart,3
62540-000,cart,3
832011,cart,3
48370-000,department,3
13920-000,product,3
48291,department,3
48280-000,product,3
300400,cart,3
BT51,product,3
06730-000,product,3
48730-000,cart,3
62880-000,department,3
06810-240,cart,3
62900-000,department,3
62900-000,home,3
830046,product,3
830046,cart,3
30046,department,3
30043,department,3
30043,cart,3
629099,product,3
571101,cancel,3
142-100,product,3
BT45,department,3
57250,department,3
830092,cart,3
48706,product,3
300450,cart,3
300450,department,3
834000,cancel,3
WV6,cart,3
30120-010,department,3
57150,product,3
62650,cart,3
300454,cart,3
62690-000,cart,3
62690-000,department,3
300453,department,3
300452,department,3
57150,cart,3
05577-200,department,3
14150-000,department,3
571101,product,3
62850-000,cart,3
138000,department,3
BH8,department,3
153-010,product,3
46900-000,cart,3
15047,product,3
49400-000,department,3
620010,product,3
150501,purchase,3
15068,cart,3
30458,product,3
B20,department,3
84000,cart,3
30519,product,3
151-015,cancel,3
151-015,cart,3
151-015,department,3
30506,product,3
46880-000,cart,3
81300,department,3
64600-000,cart,3
3000,product,3
64400,department,3
100017,product,3
150300,product,3
49290-000,department,3
471-010,product,3
49300-000,cart,3
8191,department,3
137199,department,3
64255-000,cart,3
47014,product,3
839000,cart,3
620599,department,3
137099,cart,3
64260-000,department,3
CV31,product,3
47009,cart,3
64260-000,purchase,3
150300,department,3
646600,department,3
137-070,cart,3
64200,cart,3
650251,cart,3
99504,product,3
650233,cart,3
49565,product,3
152000,department,3
618025,department,3
152000,purchase,3
80918,cart,3
29651,product,3
84032,cart,3
30815,department,3
841001,cart,3
99336,product,3
65052,department,3
30820,cart,3
463899,cart,3
99301,department,3
618100,department,3
46430-000,department,3
49548,department,3
80939,product,3
46701,cart,3
57482,cart,3
15130-000,cart,3
10002,cart,3
64800-000,department,3
29745,product,3
49480-000,product,3
810007,product,3
49500-000,product,3
810007,department,3
99654,department,3
152-080,cart,3
46500-000,product,3
80995,department,3
4650,department,3
642166,department,3
B66,cart,3
14612,product,3
100010,cart,3
57445-000,department,3
6400,department,3
300150,product,3
CR4,cart,3
64000,department,3
100009,product,3
14820-000,product,3
64007,department,3
641100,product,3
BB5,product,3
30228,product,3
64100,department,3
100010,product,3
56900,cart,3
641100,cart,3
641100,department,3
56900,product,3
63900-000,cart,3
63870-000,product,3
47240-000,product,3
300232,cart,3
474150,cart,3
47400-000,product,3
63660-000,department,3
4740,product,3
570311,cart,3
4740,department,3
63660-000,purchase,3
49009,product,3
637003,cart,3
30019,cart,3
570216,cart,3
473009,cart,3
63800-000,cart,3
10000,product,3
621051,product,3
8227,department,3
300061,cart,3
8205,department,3
471011,department,3
56801,department,3
100016,product,3
CV10,product,3
150056,cart,3
150056,department,3
30008,product,3
47100-000,product,3
64119,cart,3
150059,cart,3
49200-000,department,3
150059,product,3
30008,cart,3
30007,cart,3
300061,product,3
82000,product,3
83843,cart,3
150025,product,3
471023,cart,3
471023,department,3
472-080,department,3
64120-000,cart,3
64130-000,department,3
150-050,cart,3
100011,cart,3
100011,department,3
100012,cart,3
150009,department,3
49100-000,cart,3
471033,cart,3
300111,department,3
15002,department,3
3001,department,3
49120-000,product,3
150025,cart,3
450005,cart,3
35701,cart,3
68633-000,cart,3
8600,cart,3
28341,department,3
317599,cart,3
68330-000,cart,3
96002,cart,3
32257,product,3
68780-000,department,3
68025,cart,3
44700-000,product,3
510725,cancel,3
EN6,cart,3
19700-000,product,3
134-0083,product,3
433000,department,3
68632-000,cart,3
68025,department,3
133712,product,3
44190-000,department,3
100123,home,3
132001,purchase,3
561000,cart,3
68750-000,cart,3
133-170,product,3
95209,cart,3
100164,cart,3
67210,cart,3
78852,department,3
32159,cart,3
13360-000,product,3
18966,cart,3
56000-000,cart,3
85960-000,product,3
18120-000,department,3
100164,department,3
317599,department,3
78850-000,department,3
510705,product,3
W2,cart,3
44145,department,3
95823,department,3
56000-000,product,3
100165,department,3
100165,product,3
100102,product,3
95624,department,3
448-131,product,3
610213,department,3
28320,cart,3
68800-000,department,3
448-140,product,3
79915,department,3
100123,product,3
68046,product,3
28304,product,3
95720-000,department,3
325088,department,3
68620-000,product,3
431-060,product,3
317523,department,3
325007,cart,3
68365-000,product,3
317523,cart,3
181-0004,product,3
44143,product,3
51130-020,department,3
19709,product,3
68380-000,department,3
28702,department,3
434200,cart,3
32507,cart,3
67100,cart,3
68790-000,department,3
100120,cart,3
95127,product,3
432600,department,3
446-913,cart,3
68660-000,department,3
68680-000,cart,3
68650-000,cart,3
79707,product,3
325015,product,3
19131,department,3
445-920,product,3
44200-000,cart,3
43229,cart,3
561099,product,3
321301,department,3
100161,department,3
78890-000,product,3
68,cart,3
10011,cart,3
446-907,department,3
68488-000,cart,3
446-907,cart,3
100093,cart,3
58200-000,department,3
85364,department,3
511450,department,3
321300,cart,3
678000,department,3
95880-000,cart,3
318050,cart,3
44599,cart,3
68488-000,product,3
13274-465,department,3
445000,department,3
78741,cart,3
79707,cart,3
561099,department,3
68488-000,cancel,3
43229,product,3
325038,cart,3
68637-000,product,3
44000,department,3
28273,product,3
44256,department,3
18900-000,product,3
321199,department,3
68015,product,3
95700-000,cart,3
95829,cart,3
44640,product,3
68480-000,product,3
95670,product,3
610599,cart,3
28658,cart,3
18400-000,product,3
325035,product,3
445-830,product,3
G81,department,3
56180-000,product,3
43204,product,3
55890-000,product,3
28645,department,3
442500,department,3
132011,purchase,3
51100,cart,3
13274-465,cart,3
95678,department,3
322106,product,3
325015,department,3
28300,department,3
95148,department,3
18150-000,department,3
28200,department,3
28200,cart,3
68617-000,cart,3
56101,product,3
134-0084,department,3
78589,cart,3
436002,department,3
510499,cart,3
95000,department,3
8000,cart,3
132-040,product,3
66640,cart,3
55750-000,department,3
610105,product,3
56007,department,3
28806,cart,3
28099,department,3
28232,product,3
100190,department,3
78666,department,3
510499,cancel,3
G13,department,3
68447-000,purchase,3
68590-000,cart,3
58310-000,department,3
430201,department,3
66823-060,cart,3
28105,cart,3
321004,cart,3
95800-000,product,3
322001,home,3
441148,product,3
95240,department,3
79950-000,cart,3
134-020,product,3
100122,cart,3
32400-000,home,3
95600-000,cart,3
13219,cart,3
43017,cart,3
510475,department,3
28411,product,3
95047-500,cart,3
95780-000,department,3
435499,cart,3
443002,cart,3
443104,product,3
610504,product,3
435499,product,3
55720-000,department,3
68445-000,department,3
95590-000,department,3
450002,department,3
515061,cart,3
450002,product,3
450003,cart,3
200023,cart,3
511341,product,3
324003,department,3
441047,cart,3
EH14,cart,3
68135,department,3
192-0355,cart,3
132-020,product,3
325217,product,3
28079,department,3
66633,department,3
515023,product,3
200010,purchase,3
28403,product,3
511341,department,3
450-152,cart,3
4500,cart,3
28816,department,3
13290-000,product,3
68580-000,department,3
45000,department,3
68140-000,cart,3
95608,department,3
435002,cart,3
430223,cart,3
68165-000,product,3
791-940,department,3
443-370,product,3
28109,product,3
95520-000,cart,3
68825-000,department,3
510515,cart,3
100101,product,3
1981,cart,3
68825-000,product,3
611-070,department,3
430223,department,3
58280-000,product,3
19805,product,3
325204,department,3
448-172,product,3
67000-000,purchase,3
96450-000,product,3
28760,product,3
450003,product,3
68600-000,department,3
321004,department,3
18460-000,product,3
437-070,department,3
68600-000,product,3
510540,department,3
442700,product,3
963-8071,product,3
95076,cart,3
100088,home,3
78600-000,cart,3
448-161,product,3
68600-000,cart,3
56200,product,3
43850-000,product,3
1801,product,3
610400,department,3
19026,cart,3
78664,product,3
443-472,cart,3
132001,cancel,3
610512,cart,3
32312,product,3
44118,cart,3
13290-000,cart,3
EN1,cart,3
67000,cart,3
32073,department,3
511340,department,3
19901,cart,3
82467,product,2
30241,product,2
32257,department,2
350026,cancel,2
550008,purchase,2
550009,purchase,2
8210,product,2
550007,cart,2
58303,product,2
350013,department,2
82590-100,cart,2
30203,cart,2
30215,cart,2
550007,department,2
32259,cart,2
8227,cart,2
82110,cart,2
32303,department,2
82590-100,product,2
30252,product,2
76033,department,2
350012,department,2
32304,product,2
78501,product,2
30263,product,2
56000,product,2
8243,product,2
32256,product,2
32304,cart,2
55560-000,home,2
8234,department,2
3023,cart,2
550004,cart,2
350011,department,2
30265,department,2
78504,department,2
550008,product,2
55560-000,cart,2
30252,department,2
550002,purchase,2
30277,cart,2
350026,department,2
59718,cart,2
324003,cart,2
76039,product,2
76051,department,2
59718,product,2
350012,cart,2
34786,product,2
550028,product,2
55033,product,2
322002,cart,2
816003,department,2
34606,product,2
56001,department,2
32837,cart,2
56799,product,2
76227,department,2
3038,product,2
3038,department,2
55060,cart,2
76240,cart,2
32837,department,2
34482,cart,2
78335-000,cart,2
3037,product,2
322002,department,2
34608,purchase,2
32828,product,2
816003,product,2
56800-000,department,2
76208,cart,2
3465,department,2
30360,department,2
32826,cart,2
76200,cart,2
34654,cart,2
76180,cart,2
322023,cancel,2
76179,department,2
34668,cart,2
55033,cart,2
32837,product,2
57480-000,product,2
8210,department,2
3053,cart,2
30509,product,2
32907,cart,2
78310,product,2
30510,product,2
32920-000,cancel,2
56006,product,2
812-0053,cart,2
30458,department,2
3054,product,2
8109,cart,2
55106,department,2
30559,home,2
344006,cancel,2
344000,product,2
59570-000,cart,2
78315,department,2
34472,department,2
76248,purchase,2
81377,product,2
30504,product,2
30501,product,2
32901,product,2
78320-000,department,2
34476,product,2
59570-000,department,2
305-311,product,2
59570-000,product,2
78320-000,home,2
78320-000,product,2
305-301,cart,2
32839,cart,2
322023,cart,2
32825,product,2
30350,cart,2
322106,department,2
78744,product,2
32806,cart,2
78746,cart,2
76108,department,2
78410,department,2
8202,cart,2
30315,product,2
76149,product,2
322106,cart,2
32817,department,2
34997,cart,2
76110,department,2
34980,cart,2
76110,product,2
78420,department,2
55016,cart,2
350001,department,2
76063,cart,2
32792,department,2
350003,cancel,2
32218,department,2
350003,cart,2
32791,product,2
78741,department,2
78455-000,department,2
78455-000,product,2
76053,cart,2
32225,product,2
32778,product,2
8210,cart,2
32256,cart,2
34952,department,2
76116,cart,2
3033,product,2
32822,product,2
57462,cart,2
30349,department,2
78360-000,cart,2
34746,product,2
34748,cart,2
32205,product,2
32207,cart,2
81825,product,2
34748,product,2
55024,product,2
30342,product,2
30342,cart,2
34758,cart,2
32208,product,2
78360-000,product,2
30331,product,2
76133,cart,2
34786,cart,2
30339,cart,2
34786,department,2
78520,product,2
32819,product,2
76132,department,2
30338,cart,2
34788,product,2
76120,cart,2
59650-000,department,2
34800-000,home,2
59650-000,product,2
78390,cart,2
350108,purchase,2
77566,department,2
55560-000,product,2
354099,purchase,2
30127,department,2
35420-000,product,2
30127,home,2
571101,home,2
35420-000,cart,2
325102,department,2
354099,department,2
32507,product,2
325604,purchase,2
545026,cart,2
75216,home,2
571101,department,2
325608,department,2
325088,cart,2
325604,cart,2
30127,cart,2
57250,cancel,2
55825-000,department,2
55825-000,cart,2
3550,cart,2
3550,home,2
3550,product,2
30121,product,2
35500,cart,2
30121,department,2
57150,department,2
325105,cancel,2
545025,cart,2
35500,purchase,2
830094,department,2
35501,cart,2
30130,cart,2
58504,cart,2
35211,department,2
753000,department,2
57250-000,product,2
753000,cart,2
556-810,department,2
30144,cancel,2
325699,product,2
325038,department,2
753000,product,2
35400,product,2
753299,cart,2
830004,cart,2
753299,product,2
75365,cancel,2
30157,cart,2
35215,department,2
30141,department,2
35244,product,2
556000,department,2
75248,product,2
78574,product,2
353006,cart,2
75234,product,2
54590,department,2
75234,cart,2
830014,product,2
78600-000,product,2
75232,product,2
32505,cart,2
32566,department,2
3540,cart,2
545026,purchase,2
830046,department,2
545021,product,2
57240-000,product,2
830094,product,2
35610,product,2
58708,department,2
78586,cart,2
325401,purchase,2
30096,cart,2
3564,product,2
30096,product,2
54311,home,2
78596,department,2
6006,cart,2
35600-000,product,2
75104,cart,2
544-0011,product,2
57230-000,cart,2
3010,cart,2
58642,product,2
60062,product,2
55720-000,product,2
57160-000,department,2
35661,product,2
571700,cancel,2
35680,department,2
35680,product,2
30093,product,2
30093,department,2
30091,home,2
325299,home,2
55700-000,product,2
30091,cart,2
3570,product,2
75077,department,2
83270,product,2
30101,cart,2
35590-000,cart,2
35588-000,cart,2
57152,cart,2
30120-010,product,2
325603,department,2
830099,product,2
325204,product,2
30117,department,2
8301,cart,2
30114,product,2
35501,purchase,2
545005,product,2
57240-000,cart,2
325603,cart,2
545005,home,2
83026,product,2
325206,cancel,2
57152,department,2
54449,product,2
3011,cart,2
325206,cart,2
325409,product,2
57155,cart,2
75149,cart,2
831100,home,2
58515,department,2
35540-000,department,2
325206,home,2
325409,department,2
75142,product,2
545-800,department,2
55750-000,product,2
545-090,product,2
35211,home,2
75370-000,department,2
76021,cancel,2
75702,cart,2
6000,cart,2
54935,department,2
325007,department,2
54935,product,2
59929,product,2
58313,product,2
59901,department,2
302-170,product,2
54999,department,2
75702,department,2
302-170,department,2
325003,department,2
32450-000,product,2
78664,cart,2
560-243,department,2
78640,cart,2
560-243,cart,2
81020-490,purchase,2
351111,purchase,2
55904,department,2
75662,department,2
351142,product,2
57360-000,product,2
54915,cart,2
32708,product,2
58340-000,department,2
32703,cart,2
570314,purchase,2
57070,cancel,2
301999,department,2
78634,department,2
351100,cart,2
35100,product,2
57104,product,2
57018,home,2
76010,cart,2
560-252,department,2
78537,cart,2
570216,product,2
570216,department,2
78530-000,cart,2
78521,product,2
55580-000,cart,2
76011,cart,2
57018,department,2
57006,cart,2
350201,department,2
324003,home,2
3502,cart,2
350315,department,2
78666,cart,2
78665,cart,2
76000,product,2
57400,cancel,2
350323,product,2
302-280,product,2
7600,cart,2
302-243,cart,2
302-230,product,2
302-223,department,2
32450-000,cart,2
75920-000,cart,2
75903,department,2
82718,department,2
302-190,product,2
35100,cart,2
325015,cart,2
8291,department,2
6000,department,2
35162,cart,2
830000,purchase,2
60015,department,2
54701,product,2
57290,product,2
60014,department,2
325025,department,2
35160,product,2
78628,department,2
301699,department,2
755099,cart,2
301699,home,2
301699,product,2
301700,cart,2
755099,department,2
547-0027,cart,2
60018,department,2
325025,product,2
55890-000,department,2
57280,department,2
78610,department,2
30161,home,2
58503,cart,2
30161,department,2
58503,department,2
325035,department,2
78573,cart,2
35171,cart,2
325802,product,2
325035,home,2
75455,product,2
32571,product,2
35133,cart,2
83000,product,2
60013,product,2
75604,cart,2
30188,cart,2
57071,product,2
75650-000,department,2
57360-000,department,2
60000,cart,2
78628,cart,2
75650-000,cancel,2
32671-072,product,2
54901,cart,2
32671-072,department,2
55901,cart,2
78541,department,2
351144,purchase,2
78552,cart,2
30180-001,department,2
351299,product,2
32607,product,2
57360-000,cancel,2
58475-000,cart,2
32605,product,2
78553,product,2
30180,cart,2
57350,department,2
60010-450,cart,2
3018,cart,2
83000,cart,2
60010-450,product,2
58475-000,product,2
30179,cart,2
58500-000,product,2
344000,home,2
80919,purchase,2
344000,department,2
33461,cart,2
553100,department,2
58091,product,2
78120,department,2
77354,cancel,2
331-810,product,2
79900-000,product,2
77354,cart,2
78076,cart,2
331-820,product,2
8018,cart,2
313399,cart,2
313399,department,2
33100,department,2
3136,product,2
334600,department,2
77351,cart,2
313199,department,2
81020-490,home,2
563099,cancel,2
331-170,product,2
33510,product,2
335-0021,cart,2
77302,department,2
335-0003,product,2
3128,cart,2
77320,department,2
3128,department,2
77340,department,2
334700,cart,2
313000,department,2
80205,cart,2
59290,product,2
33462,department,2
3131,product,2
317599,purchase,2
3138,product,2
317599,product,2
80130,department,2
314050,cart,2
33106,department,2
78028,cart,2
331100,product,2
31410,department,2
58087,cart,2
77375,department,2
78000,department,2
317525,product,2
33433,product,2
33430,product,2
55311,product,2
56301,product,2
77379,product,2
33411,product,2
77360,department,2
78040,department,2
80128,product,2
33460,product,2
3140,product,2
55432,department,2
31400,cart,2
31400,home,2
57800-000,product,2
57920-000,cart,2
317599,home,2
33445,product,2
78043,department,2
33104,cart,2
78041,cart,2
77355,product,2
33446,product,2
80129,department,2
58103,cart,2
77290,department,2
3177,product,2
318058,product,2
31907,product,2
33069,cart,2
7960,cancel,2
79640-310,department,2
3184,product,2
79701,department,2
31832,department,2
58135,cart,2
3183,department,2
8029,product,2
31199,department,2
336011,cancel,2
55500-000,home,2
80260,department,2
33600-000,product,2
57701,product,2
8030,cart,2
79423,purchase,2
55232,product,2
33060,cart,2
77084,cart,2
77086,cart,2
3199,department,2
311401,product,2
78190,department,2
8031,department,2
8030,product,2
3199,cart,2
311500,department,2
33065,department,2
79400,department,2
31180,product,2
33068,department,2
59100,product,2
312030,cancel,2
7728,cart,2
59115,home,2
336-0932,department,2
77124,department,2
33596,product,2
33596,department,2
55433,department,2
77140,department,2
80229,department,2
7973,cart,2
331-0811,product,2
33569,cart,2
31787,product,2
33563,cart,2
56380-000,department,2
77260,department,2
57200-000,cart,2
7712,department,2
77100,department,2
336-841,product,2
80239,cart,2
55450,department,2
55290-000,department,2
55433,product,2
57750,product,2
55290-000,product,2
318020,purchase,2
33600-000,department,2
312300,cart,2
80234,home,2
80233,department,2
336-851,cart,2
56106,product,2
312300,cancel,2
336-850,product,2
77381,product,2
79904,cart,2
334109,cart,2
315299,product,2
77584,home,2
80031,department,2
79990-000,cart,2
3163,product,2
55385-000,product,2
315192,cart,2
58000,product,2
77502,department,2
31520,product,2
33165,product,2
56280-000,cancel,2
33230,department,2
77505,cart,2
33203,cart,2
77584,department,2
56299,cancel,2
33161,department,2
315046,department,2
315041,department,2
77494,department,2
315020,department,2
315020,purchase,2
77494,product,2
79927,product,2
315041,cart,2
3170,cart,2
79936,cart,2
59227,cart,2
315041,product,2
77500-000,cart,2
55385-000,home,2
77500-000,product,2
33299,cancel,2
3163,department,2
332001,department,2
55370-000,product,2
33169,cart,2
58070,department,2
55411,product,2
55414,cart,2
33196,department,2
33196,cart,2
3160,department,2
77532,department,2
33185,department,2
33176,product,2
80015,product,2
562400,cart,2
77566,product,2
315615,product,2
33177,product,2
3160,cart,2
31602,department,2
77571,department,2
55408,product,2
59200,cancel,2
55400-000,department,2
332000,cart,2
33200-000,purchase,2
77583,cart,2
33173,product,2
3163,cart,2
77581,cart,2
80017,cancel,2
315303,cart,2
33175,cart,2
77573,cart,2
7753,product,2
77530,cart,2
315303,department,2
56230,cart,2
59227,department,2
3175,cart,2
77433,department,2
317200,department,2
80104,department,2
780-900,department,2
780-900,cart,2
77429,purchase,2
563002,cart,2
55337,cart,2
80104,cart,2
317200,cancel,2
314599,department,2
77950-000,product,2
58000,cart,2
77904,purchase,2
333399,cart,2
33332,department,2
77429,cart,2
334-0013,home,2
5620,purchase,2
79912,department,2
77386,department,2
33407,product,2
314300,cancel,2
77388,department,2
33401,department,2
77390,department,2
33400-000,department,2
33127,department,2
3340,product,2
33126,cart,2
79912,product,2
33127,cart,2
59230,product,2
314408,product,2
33331,product,2
33326,product,2
56200-000,department,2
58000,department,2
33143,product,2
77471,purchase,2
79925,department,2
3150,product,2
31500,cart,2
33144,cart,2
56200-000,cart,2
79927,department,2
77803,cart,2
33311,product,2
31500,product,2
77760-000,department,2
317000,cart,2
33310,cart,2
31700,product,2
77845,cart,2
3150,department,2
3150,cart,2
77855,department,2
77901,cart,2
314599,purchase,2
317099,product,2
317099,home,2
33139,purchase,2
8005,department,2
3149,cart,2
33317,department,2
33141,department,2
77449,purchase,2
77450,product,2
77845,product,2
8005,cart,2
3149,product,2
3199,product,2
311401,cart,2
8033,home,2
330002,product,2
3300,department,2
80817,department,2
32159,product,2
33993,product,2
30880,department,2
8081,department,2
33990,product,2
30889,product,2
30906,cart,2
33000,cart,2
30907,cart,2
30926,cart,2
3100,product,2
55552,cart,2
56601,cart,2
30855,product,2
78850-000,product,2
76940-000,product,2
32164,product,2
76800,cart,2
34090,product,2
34090,department,2
55118,product,2
56699,department,2
34070,product,2
76804,purchase,2
30840,product,2
78800,department,2
80907,cart,2
32162,cart,2
34000,cancel,2
58280-000,department,2
3084,cart,2
33971,product,2
78890-000,cancel,2
76708,cart,2
76980-000,purchase,2
33909,cart,2
56600-000,cart,2
33908,product,2
55551,cancel,2
59000,cart,2
321301,product,2
56600,product,2
310004,purchase,2
59390,product,2
310005,cancel,2
78238,department,2
310005,department,2
321301,cart,2
310011,department,2
80634,cart,2
55551,cart,2
33909,department,2
58200-000,product,2
77004,product,2
55551,product,2
7700,cancel,2
310002,cart,2
77004,cart,2
55125-000,purchase,2
33917,purchase,2
310002,department,2
310003,department,2
32140-000,product,2
33916,department,2
58239,product,2
33914,department,2
55128,cart,2
77007,cart,2
76708,product,2
30815,product,2
321300,product,2
34160,product,2
810008,department,2
30659,product,2
34231,product,2
32940,cart,2
810008,cart,2
322001,cart,2
342300,product,2
76471,department,2
342300,cancel,2
30680,cart,2
32940,product,2
3295,product,2
30701,cart,2
76513,department,2
80997,product,2
810008,product,2
810008,purchase,2
81001,cart,2
55109,department,2
344000,cart,2
56799,department,2
78300-000,cart,2
7631,department,2
76330-000,cart,2
76330-000,department,2
76380-000,department,2
342800,department,2
78260,department,2
76380-000,product,2
34293,department,2
76400-000,cart,2
342800,product,2
81020-490,cancel,2
76513,product,2
30705,product,2
341000,product,2
341400,department,2
78757,department,2
32958,product,2
78258,product,2
34112,purchase,2
3079,product,2
80918,product,2
32174,cancel,2
330-160,cart,2
30813,cart,2
78250,department,2
34110,department,2
34110,cart,2
57500-000,department,2
330-840,department,2
78247,department,2
34116,product,2
3075,department,2
78753,department,2
32955,department,2
3071,department,2
8094,cart,2
78259,cart,2
80920,department,2
76542,product,2
76543,product,2
34128,product,2
34120,cart,2
76544,cart,2
30736,product,2
76549,cart,2
3074,department,2
30741,department,2
76630-000,department,2
33908,cancel,2
80631,department,2
311400,department,2
791-260,department,2
33021,product,2
56520-000,cart,2
33699,home,2
33699,department,2
77063,cart,2
33023,cart,2
33691,cart,2
311106,department,2
55520-000,product,2
8038,cart,2
8037,product,2
77063,product,2
33023,product,2
78213,cart,2
3207,product,2
8038,purchase,2
56520-000,department,2
78216,cart,2
311100,cancel,2
31100,cart,2
33016,product,2
78217,department,2
337055,cancel,2
32086,cart,2
804-0002,cart,2
311100,cart,2
551700,purchase,2
32084,product,2
551700,department,2
337011,department,2
337011,cart,2
32073,product,2
57552,department,2
33650,product,2
32068,product,2
31100,cancel,2
59320,cart,2
311399,department,2
59300-000,department,2
78200-000,department,2
33055,product,2
77073,cart,2
77077,department,2
79200-000,product,2
33617,cart,2
77081,department,2
311399,purchase,2
33056,cart,2
33615,product,2
33614,product,2
8034,product,2
78200-000,cancel,2
59300-000,product,2
79130-000,department,2
33032,department,2
78210,cart,2
32068,department,2
33027,product,2
33647,product,2
77064,product,2
33634,department,2
77070,department,2
32065,product,2
79118,purchase,2
59310,department,2
552100,product,2
33029,product,2
565-0826,product,2
791-944,cart,2
3203,product,2
337055,cart,2
33015,product,2
59000,product,2
33811,cart,2
321199,product,2
80610-270,department,2
55131,department,2
77033,product,2
33870,cart,2
330032,product,2
310015,product,2
59380-000,product,2
310020,product,2
77034,cart,2
33844,product,2
33823,product,2
561000,department,2
77037,product,2
56101,cancel,2
3212,cart,2
330032,department,2
55130-000,product,2
77017,department,2
55128,product,2
310012,cart,2
77016,product,2
55130-000,department,2
33904,product,2
77017,cart,2
310012,home,2
77026,department,2
33901,department,2
321300,cancel,2
330032,cart,2
339-830,department,2
33884,product,2
32127,product,2
33811,department,2
77038,product,2
8040,home,2
310023,cart,2
33014,cart,2
3104,department,2
3106,department,2
33790,cart,2
55170-000,product,2
321-930,product,2
33771,product,2
32092,product,2
33739,product,2
32086,department,2
33014,department,2
31061,cart,2
31061,department,2
33710,department,2
80400,product,2
77045,cart,2
77044,department,2
33800,product,2
33010,product,2
8053,department,2
551500,cart,2
33009,product,2
33810,cart,2
55540-000,department,2
80526,cart,2
56599,cart,2
77042,cart,2
33803,department,2
33012,department,2
77040,purchase,2
33803,cancel,2
3101,department,2
80504,cart,2
32533,product,2
48475-000,department,2
75077,cart,2
44793,product,2
448-172,department,2
611-070,cart,2
448-171,product,2
448-171,cart,2
448-160,department,2
448-150,product,2
448-130,product,2
448-130,department,2
448-120,cart,2
671-1123,product,2
67100,department,2
67100,product,2
44793,cart,2
613-100,cart,2
671000,cart,2
51061,product,2
671000,department,2
510725,cart,2
44700-000,home,2
510725,department,2
447-220,product,2
67217,department,2
44640-000,product,2
44640-000,cart,2
44601,product,2
44601,department,2
510499,purchase,2
44800,product,2
67000-000,cancel,2
44803,product,2
45001,product,2
510288,cart,2
45001,cart,2
450007,product,2
66441,product,2
510378,product,2
450003,department,2
510430,product,2
450001,home,2
45000,product,2
66600,cart,2
44903,product,2
44900-000,cancel,2
449-880,product,2
66640,product,2
449-852,department,2
449-830,product,2
449-820,product,2
510499,department,2
66740,product,2
66823-060,department,2
44870,product,2
670-800,cancel,2
6700,product,2
44809,cart,2
44600-000,product,2
4460,cart,2
67346,department,2
445-380,product,2
68046,department,2
44470-000,product,2
681-300,product,2
44390,department,2
68107,product,2
6811,cart,2
44388,department,2
610512,purchase,2
610512,product,2
68116,cart,2
68134,product,2
44330-000,product,2
44330-000,department,2
68137,department,2
44312,department,2
443002,department,2
44300-000,product,2
44300-000,department,2
44300,product,2
68164,purchase,2
68165-000,department,2
443-270,product,2
442700,department,2
442700,cart,2
68200-000,cart,2
445-330,cart,2
445-810,cancel,2
446-914,product,2
51105,cart,2
67401,product,2
446-908,product,2
446-908,department,2
674100,cart,2
446-907,product,2
510730,department,2
445000,product,2
445000,cart,2
510730,product,2
678000,product,2
445-950,product,2
6106,cancel,2
510900,department,2
6790,department,2
445-930,department,2
445-910,product,2
445-890,purchase,2
445-890,product,2
445-890,cart,2
68,department,2
445-870,product,2
680-090,cart,2
6800,cart,2
68015,cart,2
68015,department,2
510260,product,2
450011,department,2
66424,product,2
454991,home,2
454991,cart,2
45445-000,product,2
45424,product,2
454002,product,2
454002,department,2
454002,cart,2
45400,product,2
45365,department,2
45356,department,2
50679,cart,2
612-050,cart,2
50735,department,2
65930-000,cart,2
50737,cart,2
65940-000,cart,2
50769,product,2
5082,department,2
453005,department,2
453004,product,2
453004,home,2
50829,department,2
45300-000,product,2
45300-000,department,2
45300-000,cart,2
65948-000,department,2
454991,department,2
5067,cart,2
45260-000,department,2
455-0028,department,2
506-302,cart,2
456400,department,2
612-081,department,2
45601,cart,2
45600,product,2
45600,cart,2
65719,cart,2
657200,cart,2
456-830,department,2
456-820,product,2
456-820,department,2
4558,cart,2
65725-000,department,2
50600,product,2
50613,department,2
455006,cart,2
455004,product,2
455004,department,2
65795,product,2
50613,product,2
612-060,cart,2
45500,cancel,2
65799,department,2
4550,department,2
4550,cart,2
45260-000,home,2
5086,cancel,2
450012,home,2
66104,cart,2
611731,cancel,2
45042,product,2
510150,cancel,2
4503,cart,2
45013,product,2
661699,home,2
45012,cancel,2
66212,cart,2
45011,product,2
66212,product,2
450064,cart,2
450063,product,2
450063,department,2
450063,cart,2
51021,cart,2
450047,product,2
66299,product,2
450047,department,2
450046,product,2
663000,department,2
663000,product,2
663000,purchase,2
611530,department,2
66424,cart,2
611530,cart,2
45056,product,2
66102,cart,2
612-011,cart,2
45066,product,2
45240,cart,2
66,cancel,2
45238,product,2
45238,department,2
50933,department,2
452300,purchase,2
6118,department,2
51000,product,2
66,purchase,2
660-840,product,2
45140,product,2
45133,cart,2
66008,cancel,2
451199,product,2
611731,department,2
451199,cancel,2
451191,department,2
